id	broker_name	collected_by	center_name
7449		CENTER FOR AMERICAN INDIAN RESOURCES	SUB11511273
7450		ST CLOUD VA HEALTH CARE SYSTEM	SUB11511273
7451		HEALTHEAST - ST JOHNS HOSPITAL	SUB11511273
7452		UNIVERSITY OF MINNESOTA - BOYNTON HEALTH SERVICE	SUB11511273
7453		MIN NO AYA WIN HUMAN SERVICES CENTER	SUB11511273
7454		CENTRACARE LABORATORY SERVICES	SUB11511273
7455		UWHC	SUB11511413
7456		UWHC	SUB11511566
7457		UWHC	SUB11511589
7458		UWHC	SUB11511668
7459		UWHC	SUB11511672
7460		UWHC	SUB11511701
7461		State Hygienic Laboratory at the University of Iowa	SUB11511702
7462		University of Iowa Hospitals and Clinics	SUB11511702
7463		UWHC	SUB11511710
7464		UWHC	SUB11511726
7465		UWHC	SUB11511750
7466		UWHC	SUB11511786
7467		Pennsylvania Department of Health Bureau of Laboratories	SUB11511847
7468		State Hygienic Laboratory at the University of Iowa	SUB11511885
7469		Nevada State Public Health Laboratory	SUB11514709
7470		Olive View Medical Center	SUB11515365
7471		USC Clinical Lab	SUB11515365
7472		Bio Lab	SUB11515365
7473		UCLA Clinical Micro Lab	SUB11515365
7474		Avellino Labs	SUB11515365
7475		Torrance Memorial Medical Center	SUB11515365
7476		Clarity Mobile Venture	SUB11515365
9301		Dr. Yogiraj Ray	SUB11190808
7477		Huntington Memorial Hospital	SUB11515365
7478		Palmdale Regional Medical Center	SUB11515365
7479		Pomona Valley Hospital Medical Center	SUB11515365
7480		Cedars-Sinai Medical Center	SUB11515365
7481		Los Angeles County Public Health Laboratories	SUB11515365
7482		Fulgent Genetics	SUB11515365
7483		Idaho Bureau of Laboratories	SUB11515366
7484		Henry Mayo Newhall Hospital	SUB11515389
7485		Sunrise Diagnostic Laboratories	SUB11515389
7486		Providence Saint John&apos;s Health Center	SUB11515389
7487		MD Laboratories	SUB11515389
7488		USC Clinical Lab	SUB11515389
7489		Avellino Labs	SUB11515389
7490		Clarity Mobile Venture	SUB11515389
7491		UCLA Clinical Micro Lab	SUB11515389
7492		Huntington Memorial Hospital	SUB11515389
7493		modMD	SUB11515389
7494		Olive View Medical Center	SUB11515389
7495		GMERS Medical College, Gandhinagar	SUB11516744
7496		APRL Pathlabs - Vadodara	SUB11516744
7497		Green Cross Genetics Lab Pvt Ltd, Ahmedabad	SUB11516744
7498		Unipath Speciality Laboaratory, Ahmedabad	SUB11516744
7499		Speciality Microtech Lab, Ahmedabad	SUB11516744
7500		Unipeth Pathology Laboratory -Vadodara	SUB11516744
7501		Gujarat Pathology laboratory &amp; Diagnostic Center, Paldi, Ahmedabad	SUB11516744
7502		Toprani Advance lab Systems, Vadodara	SUB11516744
7503		Sterling Accuris, Vadodara	SUB11516744
7504		GMERS Medical College, Valsad	SUB11516744
7505		Supratech Micropath Diagnostics &amp; Research laboratory Ahmedabad	SUB11516744
7506		Divine Lab, Fategunj, Vadodara	SUB11516744
7507		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11516744
7508		Zydus Hospital &amp; Healthcare Research Pvt. Ltd.	SUB11516744
7509		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11516744
7510		Molecular lab, Shree Krishna Hospital, Karamsad, Anand	SUB11516744
7511		Pennsylvania Department of Health Bureau of Laboratories	SUB11518612
7512		TPMG Regional Laboratory	SUB11518793
7513		Color Health Inc	SUB11518793
7514		School Antigen COVIDNet Project	SUB11518799
7515		CDPH VBL	SUB11518799
7516		Color Health Inc.	SUB11518799
7517		NJDOH, Public Health and Environmental Laboratories	SUB11519296
7518		State Hygienic Laboratory at the University of Iowa	SUB11520123
7519		University of Iowa Hospitals and Clinics	SUB11520123
7520		NJDOH, Public Health and Environmental Laboratories	SUB11521964
7521		State Hygienic Laboratory at the University of Iowa	SUB11521966
7522		University of Iowa Hospitals and Clinics	SUB11521966
7523		CT Department of Public Health	SUB11522056
7524		CT Department of Public Health	SUB11522130
7525		CT Department of Public Health	SUB11522179
7526		CT Department of Public Health	SUB11522199
7527		CT Department of Public Health	SUB11522219
7528		Texas Department of State Health Services	SUB11522231
7529		Clarity Mobile Venture	SUB11522233
7530		UCLA Clinical Micro Lab	SUB11522233
7531		USC Clinical Lab	SUB11522233
7532		modMD	SUB11522233
7533		Bio Lab	SUB11522233
7534		Martin Luther King Jr. Community Hospital	SUB11522233
7535		Olive View Medical Center	SUB11522233
7536		Pomona Valley Hospital Medical Center	SUB11522233
7537		Torrance Memorial Medical Center	SUB11522233
7538		Henry Mayo Newhall Hospital	SUB11522250
7539		USC Clinical Lab	SUB11522250
7540		Olive View Medical Center	SUB11522250
7541		Bio Lab	SUB11522250
7542		Providence Saint John&apos;s Health Center	SUB11522250
7543		Quantgene Lab	SUB11522250
7544		Torrance Memorial Medical Center	SUB11522250
7545		UCLA Clinical Micro Lab	SUB11522250
7546		Harbor-UCLA Medical Center	SUB11522250
7547		Clarity Mobile Venture	SUB11522250
7548		Pomona Valley Hospital Medical Center	SUB11522250
7549		Huntington Memorial Hospital	SUB11522250
7550		Henry Mayo Newhall Hospital	SUB11523458
7551		Avellino Labs	SUB11523458
7552		USC Clinical Lab	SUB11523458
7553		USC Clinical Lab	SUB11523490
7554		MD Laboratories	SUB11523490
7555		Clarity Mobile Venture	SUB11523490
7556		Olive View Medical Center	SUB11523490
7557		Henry Mayo Newhall Hospital	SUB11523490
7558		modMD	SUB11524044
7559		Flow Diagnostics Lab	SUB11524044
7560		USC Clinical Lab	SUB11524044
7561		Pomona Valley Hospital Medical Center	SUB11524044
7562		California Hospital Medical Center	SUB11524044
7563		Torrance Memorial Medical Center	SUB11524044
7564		Harbor-UCLA Medical Center	SUB11524044
7565		Saint Francis Medical Center	SUB11524044
7566		Los Angeles County Public Health Laboratories	SUB11524044
7567		CDPH VBL	SUB11524567
7568		Color Health Inc	SUB11524567
7569		TPMG Regional Laboratory	SUB11524567
7570		CDPH VBL	SUB11524706
7571		CDPH VBL	SUB11525100
7572		CDPH VBL	SUB11525121
7573		Montana Public Health Laboratory	SUB11525334
7574		North Carolina State Laboratory of Public Health	SUB11527642
7575		CDPH VBL	SUB11528308
7576			SUB11531168
7577		State Hygienic Laboratory at the University of Iowa	SUB11531219
7578		NJDOH, Public Health and Environmental Laboratories	SUB11531224
7579		Tricore Collection Location	SUB11531460
7580		New Mexico Department of Health Scientific Laboratory	SUB11531460
9796		CW	SUB11849840
7581		State Hygienic Laboratory at the University of Iowa	SUB11531712
7582		Infinity Biologix	SUB11536985
7583		New Mexico Department of Health Scientific Laboratory	SUB11537985
7584		Tricore Collection Location	SUB11537985
7585		University of Iowa Hospitals and Clinics	SUB11538804
7586		State Hygienic Laboratory at the University of Iowa	SUB11538804
7587		Utah Public Health Laboratory	SUB11538900
7588		Utah Public Health Laboratory	SUB11538916
7589		State Hygienic Laboratory at the University of Iowa	SUB11538984
7590		University of Iowa Hospitals and Clinics	SUB11538984
7591		Coconino County Health and Human Services	SUB11539003
7592		Whiteriver IHS Hospital	SUB11539003
7593		Whiteriver IHS Hospital	SUB11539068
7594		Coconino County Health and Human Services	SUB11539068
7595		ADHS	SUB11539068
7596		Coconino County Detention Facility	SUB11539068
7597		Pima County Health Department	SUB11539068
7598		Maricopa Correctional Health Services	SUB11539068
7599		Salt River Integrated Healthcare	SUB11539068
7600		The Guidance Center	SUB11539068
7601		Pima County Health Department	SUB11539147
7602		Whiteriver IHS Hospital	SUB11539147
7603		Coconino County Health and Human Services	SUB11539147
7604		ADHS	SUB11539147
7605		Maricopa Correctional Health Services	SUB11539147
7606		Northern Arizona University Campus Health Services	SUB11539147
7607		Coconino County Detention Facility	SUB11539147
7608		Salt River Integrated Healthcare	SUB11539147
7609		Whiteriver IHS Hospital	SUB11539158
7610		Coconino County Health and Human Services	SUB11539158
7611		Salt River Integrated Healthcare	SUB11539158
7612		ADHS	SUB11539160
7613		ADHS	SUB11539162
7614		ADHS	SUB11539173
7615		ADHS	SUB11539266
7616		Flagstaff Medical Center	SUB11539266
7617		Coconino County HHS	SUB11539266
7618		ADHS	SUB11539267
7619		Coconino County Health and Human Services	SUB11539267
7620		ADHS	SUB11539268
7621		ADHS	SUB11539270
7622		ADHS	SUB11539280
7623		Whiteriver IHS Hospital	SUB11539280
7624		ADHS	SUB11539289
7625		Whiteriver IHS Hospital	SUB11539290
7626		Whiteriver IHS Hospital	SUB11539296
7627		Mohave County Adult Detention	SUB11539296
7628		Coconino County Health and Human Services	SUB11539296
7629		ADHS	SUB11539296
7630		Whiteriver Indian Health	SUB11539296
7631		Arizona Department of Health	SUB11539296
7632		Sonora Quest Laboratories	SUB11539296
7633		Sonora Quest Laboratories - Phoenix	SUB11539296
7634		Salt River Integrated Healthcare	SUB11539296
7635		Maricopa Correctional Health Services	SUB11539296
7636		The Guidance Center	SUB11539296
7637		Surgery Center at Flagstaff Bone &amp; Joint	SUB11539296
7638		Coconino County Detention Facility	SUB11539296
7639		Paradigm laboratories	SUB11539296
7640		Sonora Quest Laboratories	SUB11539453
7641		Sonora Quest Laboratories - Phoenix	SUB11539453
7642		ADHS	SUB11539453
7643		CCHHS	SUB11539453
7644		TGen HQ	SUB11539453
7645		Flagstaff Medical Center	SUB11539453
7646		Maricopa CHS	SUB11539453
7647		Medical Examiner	SUB11539453
7648		Arizona Department of Health	SUB11539453
7649			SUB11539453
7650		Coconino County Health and Human Services	SUB11539453
7651		Paradigm Labs - Pima County	SUB11539453
7652		Salt River Integrated Healthcare	SUB11539453
7653		Whiteriver Indian Health	SUB11539453
7654		Maricopa Correctional Health Services	SUB11539453
7655		Coconino County Health and Human Services	SUB11539459
7656		Coconino County Adult Detention Facility	SUB11539459
7657		Mohave County Adult Detention	SUB11539459
7658		Whiteriver IHS Hospital	SUB11539459
7659		Paradigm Labs - Pima County	SUB11539459
7660		Translational Genomics Research Institute	SUB11539459
7661		Rehabilitation Hospital of Northern Arizona	SUB11539459
7662		The Guidance Center - STAFF	SUB11539459
7663		Northern Arizona University Campus Health Services	SUB11539459
7664		Medical Examiners Office Coconino County Health and Human Services	SUB11539459
7665		Texas Department of State Health Services	SUB11540926
7666		Pennsylvania Department of Health Bureau of Laboratories	SUB11540942
7667		NJDOH, Public Health and Environmental Laboratories	SUB11541026
7668		Nevada State Public Health Laboratory	SUB11541170
7669		NJDOH, Public Health and Environmental Laboratories	SUB11541241
7670		CT Department of Public Health	SUB11541304
7671		CT Department of Public Health	SUB11541420
7672		CT Department of Public Health	SUB11541458
7673		CT Department of Public Health	SUB11541532
7674		CT Department of Public Health	SUB11541555
7675		Texas Department of State Health Services	SUB11541786
7676		Colorado Department of Public Health and Environment	SUB11541870
7677		CDPH VBL	SUB11543002
7678		CDPH VBL	SUB11543006
7679		CDPH VBL	SUB11543045
7680		CDPH VBL	SUB11543048
7681		CDPH VBL	SUB11543061
7682		Colorado Department of Public Health and Environment	SUB11543120
7683		University of Iowa Hospitals and Clinics	SUB11543198
7684		State Hygienic Laboratory at the University of Iowa	SUB11543198
7685		University of Iowa Hospitals and Clinics	SUB11543227
7686		State Hygienic Laboratory at the University of Iowa	SUB11543227
7687		State Hygienic Laboratory at the University of Iowa	SUB11543805
7688		State Hygienic Laboratory at the University of Iowa	SUB11543827
7689		University of Iowa Hospitals and Clinics	SUB11543827
7690		State Hygienic Laboratory at the University of Iowa	SUB11543838
7691		University of Iowa Hospitals and Clinics	SUB11543838
7692		UWHC	SUB11543855
7693		State Hygienic Laboratory at the University of Iowa	SUB11544074
7694		Colorado Department of Public Health and Environment	SUB11545992
7695		Colorado Department of Public Health and Environment	SUB11546045
7696		Color Health Inc	SUB11546055
7697		Colorado Department of Public Health and Environment	SUB11546137
7698		Colorado Department of Public Health and Environment	SUB11546208
7699		Colorado Department of Public Health and Environment	SUB11546217
7700		Colorado Department of Public Health and Environment	SUB11548506
7701		New Mexico Department of Health Scientific Laboratory	SUB11548862
7702		CAL POLY UNIVERSITY HEALTH CENTER	SUB11549028
7703		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11549028
7704		MARIAN MEDICAL CENTER LABORATORY	SUB11549028
7705		FRENCH HOSPITAL LABORATORY	SUB11549028
7706		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11549028
7707		ARROYO GRANDE COMMUNITY HOSPITAL LABORATORY	SUB11549028
7708		MARIAN MEDICAL CENTER LAB	SUB11549028
7709		ARROYO GRANDE COMMUNITY HOSPITAL LABORATORY	SUB11549030
7710		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11549030
7711		CAL POLY UNIVERSITY HEALTH CENTER	SUB11549030
7712		FRENCH HOSPITAL LABORATORY	SUB11549030
7713		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11549030
7714		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11549030
7715		NJDOH, Public Health and Environmental Laboratories	SUB11549037
7716		TPMG Regional Laboratory	SUB11549043
7717		Orange County Public Health Laboratory	SUB11549168
7718		Orange County Public Health Laboratory	SUB11549176
7719		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11550029
7720		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11550029
7721		MARIAN MEDICAL CENTER LABORATORY	SUB11550029
7722		FRENCH HOSPITAL LABORATORY	SUB11550029
7723		ARROYO GRANDE COMMUNITY HOSPITAL LABORATORY	SUB11550029
7724		Sonora Quest Laboratories - Phoenix	SUB11550571
7725		Sonora Quest Laboratories	SUB11550571
7726		Mohave County Adult Detention	SUB11550571
7727		Coconino County Adult Detention Facility	SUB11550571
7728		Whiteriver IHS Hospital	SUB11550571
7729		Coconino County Health and Human Services	SUB11550571
7730		Medical Examiners Office Coconino County Health and Human Services	SUB11550571
7731		Paradigm Labs - Pima County	SUB11550571
7732		Maricopa Correctional Health Services	SUB11550571
7733		Navajo County Adult Detention Center	SUB11550571
7734		Whiteriver IHS Hospital	SUB11550580
7735		Coconino County Adult Detention Facility	SUB11550580
7736		Rehabilitation Hospital of Northern Arizona	SUB11550580
7737		The Guidance Center	SUB11550580
7738		Coconino County Juvenile Detention Center	SUB11550580
7739		Coconino County Health and Human Services	SUB11550580
7740		Mohave County Adult Detention	SUB11550580
7741		Salt River Integrated Healthcare	SUB11550580
7742		Arizona Department of Health	SUB11550583
7743		Sonora Quest Laboratories	SUB11550583
7744		Sonora Quest Laboratories - Phoenix	SUB11550583
7745		Coconino County Adult Detention Facility	SUB11550583
7746		Coconino County Juvenile Detention Center	SUB11550583
7747		ADHS	SUB11550583
7748		Sonora Quest Laboratories - Phoenix	SUB11550588
7749		Banner University Medical Center - Tucson	SUB11550588
7750		Sonora Quest Laboratories - Phoenix	SUB11550595
7751		Northwest Laboratories	SUB11550595
7752		Banner University Medical Center - Tucson	SUB11550595
7753		Pandemic Response Lab - NYC	SUB11550603
7754		Sonora Quest Laboratories - Phoenix	SUB11550604
7755		Banner University Medical Center - Tucson	SUB11550604
7756		Northwest Laboratories	SUB11550604
7757		Regional Center for Border Health	SUB11550604
7758		Pandemic Response Lab - NYC	SUB11550608
7759		Pandemic Response Lab - NYC	SUB11550609
7760		Sonora Quest Laboratories - Phoenix	SUB11550615
7761			SUB11550615
7762		Paradigm Labs - Pima County	SUB11550615
7763		FMC	SUB11550615
7764		Utah Public Health Laboratory	SUB11550623
7765		Sonora Quest Laboratories - Phoenix	SUB11550626
7766			SUB11550626
7767		Montana Public Health Laboratory	SUB11550633
7768		Sonora Quest Laboratories - Phoenix	SUB11550647
7769		TNCL	SUB11550647
7770		Banner UMC-Tucson	SUB11550647
7771		Paradigm Labs - Pima County	SUB11550647
7772		Banner University Medical Center - Tucson	SUB11550647
7773			SUB11550647
7774		Pandemic Response Lab - NYC	SUB11550649
7775		Pandemic Response Lab - NYC	SUB11550650
7776		Sonora Quest Laboratories - Phoenix	SUB11550652
7777		Gallup Indian Medical Center - Navajo Nation	SUB11550652
7778		Banner University Medical Center - Tucson	SUB11550652
7779		Banner UMC-Tucson	SUB11550652
7780		Sonora Quest Laboratories - Phoenix	SUB11550655
7781		Paradigm Labs - Pima County	SUB11550655
7782		Ft. Defiance Indian Hospital - Navajo Nation	SUB11550655
9797		MLP	SUB11849840
7783		Northern Navajo Medical Center Shiprock - Navajo Nation	SUB11550655
7784		Tuba City Regional Health Care Corporation - Navajo Nation	SUB11550655
7785		Chinle Health - Navajo Nation	SUB11550655
7786			SUB11550655
7787		Regional Center for Border Health	SUB11550655
7788		Sonora Quest Laboratories - Phoenix	SUB11550657
7789		Paradigm Labs - Pima County	SUB11550657
7790		Banner University Medical Center - Tucson	SUB11550657
7791		FMC	SUB11550657
7792		Northern Navajo Medical Center Shiprock - Navajo Nation	SUB11550657
7793		Sonora Quest Laboratories - Phoenix	SUB11550665
7794		FMC	SUB11550665
7795		TNCL	SUB11550665
7796		Gallup Indian Medical Center - Navajo Nation	SUB11550665
7797		Kayenta Health Center - Navajo Nation	SUB11550665
7798		Pandemic Response Lab - NYC	SUB11550681
7799		Sonora Quest Laboratories - Phoenix	SUB11550687
7800		Sonora Quest Laboratories	SUB11550687
7801		Northern Navajo Medical Center Shiprock - Navajo Nation	SUB11550687
7802		Regional Center for Border Health	SUB11550687
7803		Sonora Quest Laboratories - Phoenix	SUB11550695
7804		Gallup Indian Medical Center - Navajo Nation	SUB11550695
7805		Tuba City Regional Health Care Corporation - Navajo Nation	SUB11550695
7806		Paradigm Labs	SUB11550695
7807		Kayenta Health Center - Navajo Nation	SUB11550695
7808		Tuba City Regional Health Care Corporation - Navajo Nation Sonora Quest Laboratories	SUB11550695
7809		Regional Center for Border Health	SUB11550695
7810		Sage Memorial Hospital - Navajo Nation	SUB11550695
7811		Honor Health	SUB11550695
7812		FMC	SUB11550695
7813		Sonora Quest Laboratories - Phoenix	SUB11550696
7814		Sonora Quest Laboratories - Phoenix	SUB11550699
7815		Paradigm Labs - Pima County	SUB11550699
7816		Chinle Health - Navajo Nation	SUB11550699
7817		Flagstaff Medical Center	SUB11550699
7818		Kayenta Health Center - Navajo Nation	SUB11550699
7819		Whiteriver Indian Hospital	SUB11550699
7820		Northern Navajo Medical Center	SUB11550699
7821		Banner University Medical Center - Tucson	SUB11550699
7822		Pandemic Response Lab - NYC	SUB11550700
7823		Pandemic Response Lab - NYC	SUB11550701
7824		TNCL	SUB11550702
7825		Tuba City Regional Health Care Corporation - Navajo Nation	SUB11550702
7826		Sonora Quest Laboratories - Phoenix	SUB11550702
